Drug_Name,SMILES,PubChem_ID,CID,CID_Source,score,status,PUG_View,Assay_Summary
Pantoprazole,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,4679.0,4679.0,PubChem_ID,121,ok,121,0
Parecoxib,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,119828.0,119828.0,PubChem_ID,1,ok,1,0
Paroxetine impurity a,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,3038120.0,3038120.0,PubChem_ID,0,ok,0,0
Pasireotide,NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,9941444.0,9941444.0,PubChem_ID,15,ok,15,0
Pegaptanib,COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCCOP(C)(=O)O,56603655.0,56603655.0,PubChem_ID,0,ok,0,0
Pegaspargase,C=C(CN(C)C)C(=O)c1ccc(C)cc1C,436058.0,436058.0,PubChem_ID,0,ok,0,0
Pemirolast,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,57697.0,57697.0,PubChem_ID,80,ok,80,0
Penbutolol,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,37464.0,37464.0,PubChem_ID,12,ok,12,0
Penciclovir,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,135398748.0,135398748.0,PubChem_ID,134,ok,134,0
Penicillin v,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,6869.0,6869.0,PubChem_ID,105,ok,105,0
Pentetate calcium trisodium,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],25513.0,25513.0,PubChem_ID,0,ok,0,0
Pentetic acid,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,3053.0,3053.0,PubChem_ID,13,ok,13,0
Pentosan polysulfate,O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,37720.0,37720.0,PubChem_ID,0,ok,0,0
Pentostatin,OCC1OC(n2cnc3c2N=CNCC3O)CC1O,439693.0,439693.0,PubChem_ID,161,ok,161,0
Perflutren,FC(F)(F)C(F)(F)C(F)(F)F,6432.0,6432.0,PubChem_ID,182,ok,182,0
Periciazine,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,4747.0,4747.0,PubChem_ID,27,ok,27,0
Perindoprilat,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,72022.0,72022.0,PubChem_ID,1,ok,1,0
Perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4748.0,4748.0,PubChem_ID,235,ok,235,0
Pexidartinib,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,25151352.0,25151352.0,PubChem_ID,11,ok,11,0
Phenelzine,NNCCc1ccccc1,3675.0,3675.0,PubChem_ID,102,ok,102,0
Phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,4768.0,4768.0,PubChem_ID,74,ok,74,0
Phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,5775.0,5775.0,PubChem_ID,80,ok,80,0
Phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1775.0,1775.0,PubChem_ID,368,ok,368,0
Phosphonatoformate,O=C([O-])P(=O)([O-])[O-],3414.0,3414.0,PubChem_ID,0,ok,0,0
Pimavanserin,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,10071196.0,10071196.0,PubChem_ID,16,ok,16,0
Pimecrolimus,CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,6447131.0,6447131.0,PubChem_ID,0,ok,0,0
Pimozide,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,16362.0,16362.0,PubChem_ID,15,ok,15,0
Pinaverium bromide,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,40703.0,40703.0,PubChem_ID,2,ok,2,0
Pirbuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,4845.0,4845.0,PubChem_ID,0,ok,0,0
Pixantrone,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,134019.0,134019.0,PubChem_ID,2,ok,2,0
Plerixafor,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,65015.0,65015.0,PubChem_ID,6,ok,6,0
Polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,656641.0,656641.0,PubChem_ID,11,ok,11,0
Polymyxin b,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,49800004.0,49800004.0,PubChem_ID,2,ok,2,0
Sodium polystyrene sulfonate,C=Cc1ccc(S(=O)(=O)O)cc1,75905.0,75905.0,PubChem_ID,2,ok,2,0
Porfimer,CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)OC(C)C1=C(C)c2cc4[nH]c(cc5[nH]c(cc6nc(cc1n2)C(C)=C6C(C)O)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)=C3C,135577896.0,135577896.0,PubChem_ID,0,ok,0,0
Posaconazole,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,468595.0,468595.0,PubChem_ID,43,ok,43,0
Pralatrexate,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,148121.0,148121.0,PubChem_ID,50,ok,50,0
Pramlintide,CCC(C)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C1CSSCC(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N1)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(N)=O)C(C)O)C(C)C)C(C)O,70691388.0,70691388.0,PubChem_ID,0,ok,0,0
Prasterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,5881.0,5881.0,PubChem_ID,5,ok,5,0
Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,5755.0,5755.0,PubChem_ID,140,ok,140,0
Procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1,4914.0,4914.0,PubChem_ID,89,ok,89,0
Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4917.0,4917.0,PubChem_ID,247,ok,247,0
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4927.0,4927.0,PubChem_ID,356,ok,356,0
Propagermanium,O=C(O)C[CH2][Ge](=[O])[O][Ge](=[O])[CH2]CC(=O)O,83030.0,83030.0,PubChem_ID,1,ok,1,0
Propantheline,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,4934.0,4934.0,PubChem_ID,43,ok,43,0
Proparacaine,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,4935.0,4935.0,PubChem_ID,6,ok,6,0
Propylthiouracil,CCCc1cc(=O)[nH]c(=S)[nH]1,657298.0,657298.0,PubChem_ID,132,ok,132,0
Prucalopride,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,3052762.0,3052762.0,PubChem_ID,3,ok,3,0
Quinaprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,107994.0,107994.0,PubChem_ID,0,ok,0,0
Ramiprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,5464096.0,5464096.0,PubChem_ID,1,ok,1,0
Reboxetine,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,127151.0,127151.0,PubChem_ID,80,ok,80,0
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,10348973.0,10348973.0,PubChem_ID,11,ok,11,0
Repaglinide,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,65981.0,65981.0,PubChem_ID,20,ok,20,0
Rescinnamine,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,5280954.0,5280954.0,PubChem_ID,47,ok,47,0
Reserpine,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,5770.0,5770.0,PubChem_ID,268,ok,268,0
Retapamulin,C=CC1(C)CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,6918462.0,6918462.0,PubChem_ID,0,ok,0,0
Revefenacin,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,11753673.0,11753673.0,PubChem_ID,2,ok,2,0
Rifabutin,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,135398743.0,135398743.0,PubChem_ID,0,ok,0,0
Rifapentine,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,135403821.0,135403821.0,PubChem_ID,42,ok,42,0
Rifaximin,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,6436173.0,6436173.0,PubChem_ID,25,ok,25,0
Rilpivirine,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,6451164.0,6451164.0,PubChem_ID,35,ok,35,0
Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,5071.0,5071.0,PubChem_ID,34,ok,34,0
Rimexolone,CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,5311412.0,5311412.0,PubChem_ID,2,ok,2,0
Riociguat,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,11304743.0,11304743.0,PubChem_ID,5,ok,5,0
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,71584930.0,71584930.0,PubChem_ID,10,ok,10,0
Risdiplam,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,118513932.0,118513932.0,PubChem_ID,8,ok,8,0
Risedronic acid,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,5245.0,5245.0,PubChem_ID,56,ok,56,0
Rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,5078.0,5078.0,PubChem_ID,2,ok,2,0
Roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,449193.0,449193.0,PubChem_ID,5,ok,5,0
Rolapitant,CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10311306.0,10311306.0,PubChem_ID,5,ok,5,0
Rolitetracycline,CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,54682938.0,54682938.0,PubChem_ID,0,ok,0,0
Rotigotine,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,59227.0,59227.0,PubChem_ID,130,ok,130,0
Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,9931954.0,9931954.0,PubChem_ID,7,ok,7,0
Rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,129228.0,129228.0,PubChem_ID,26,ok,26,0
Rupatadine,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,133017.0,133017.0,PubChem_ID,1,ok,1,0
Salicylic acid,O=C(O)c1ccccc1O,338.0,338.0,PubChem_ID,453,ok,453,0
Salmeterol,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,5152.0,5152.0,PubChem_ID,69,ok,69,0
Salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,5161.0,5161.0,PubChem_ID,22,ok,22,0
Secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,5193.0,5193.0,PubChem_ID,105,ok,105,0
Secretin,CC(C)CC(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1ncc[nH]1)C(C)O)C(C)O)C(=O)NC(C(=O)O)C(C)C,16129665.0,16129665.0,PubChem_ID,0,ok,0,0
Selegiline,C#CCN(C)C(C)Cc1ccccc1,26757.0,26757.0,PubChem_ID,46,ok,46,0
Semaxanib,C=c1cc(C)[nH]c1=Cc1c(O)[nH]c2ccccc12,5329098.0,5329098.0,PubChem_ID,0,ok,0,0
Silodosin,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,5312125.0,5312125.0,PubChem_ID,6,ok,6,0
Sincalide,CSCCC(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,9833444.0,9833444.0,PubChem_ID,2,ok,2,0
Siponimod,CCc1cc(C(C)=NOCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,44599207.0,44599207.0,PubChem_ID,11,ok,11,0
Sitaxentan,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,216235.0,216235.0,PubChem_ID,2,ok,2,0
Solriamfetol,NC(=O)OCC(N)Cc1ccccc1,10130337.0,10130337.0,PubChem_ID,3,ok,3,0
Sonidegib,Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,24775005.0,24775005.0,PubChem_ID,8,ok,8,0
Sparfloxacin,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,60464.0,60464.0,PubChem_ID,1,ok,1,0
Stavudine,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,18283.0,18283.0,PubChem_ID,157,ok,157,0
Styrenesulfonic acid,C=Cc1ccccc1S(=O)(=O)O,168625.0,168625.0,PubChem_ID,0,ok,0,0
Succimer,O=C(O)C(S)C(S)C(=O)O,2724354.0,2724354.0,PubChem_ID,109,ok,109,0
Succinylcholine chloride,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,22475.0,22475.0,PubChem_ID,93,ok,93,0
Sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,5329.0,5329.0,PubChem_ID,159,ok,159,0
Sulfisoxazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,5344.0,5344.0,PubChem_ID,107,ok,107,0
Suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,24965990.0,24965990.0,PubChem_ID,8,ok,8,0
Tafamidis,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,11001318.0,11001318.0,PubChem_ID,22,ok,22,0
Tafluprost,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1,9868491.0,9868491.0,PubChem_ID,2,ok,2,0
Talazoparib,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,135565082.0,135565082.0,PubChem_ID,7,ok,7,0
Tasimelteon,CCC(=O)NCC1CC1c1cccc2c1CCO2,10220503.0,10220503.0,PubChem_ID,13,ok,13,0
Technetium tc-99m sestamibi,[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[Tc+6],5384.0,5384.0,PubChem_ID,0,ok,0,0
Tedizolid phosphate,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,11476460.0,11476460.0,PubChem_ID,2,ok,2,0
Teduglutide,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)CC)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O)C(C)O)C(C)CC)C(C)O)C(C)CC,16139605.0,16139605.0,PubChem_ID,128,ok,128,0
Teduglutide recombinant,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)CC)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O)C(C)O)C(C)CC)C(C)O)C(C)CC,70683012.0,70683012.0,PubChem_ID,0,ok,0,0
Telavancin,CCCCCCCCCCNCCNC1(C)CC(OC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c5ccc(c(Cl)c5)O4)c4ccc(O)c(c4)-c4c(cc(O)c(CNCP(=O)(O)O)c4O)C(C(=O)O)NC3=O)OC(CO)C(O)C2O)OC(C)C1O,3081362.0,3081362.0,PubChem_ID,114,ok,114,0
Telbivudine,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,159269.0,159269.0,PubChem_ID,12,ok,12,0
Telotristat ethyl,CCOC(=O)C(N)Cc1ccc(-c2cc(OC(c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,25181577.0,25181577.0,PubChem_ID,0,ok,0,0
Temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,5391.0,5391.0,PubChem_ID,68,ok,68,0
Temoporfin,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,60751.0,60751.0,PubChem_ID,0,ok,0,0
Tenofovir disoproxil,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,5481350.0,5481350.0,PubChem_ID,0,ok,0,0
Tenoxicam,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,54677971.0,54677971.0,PubChem_ID,1,ok,1,0
Terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,5401.0,5401.0,PubChem_ID,25,ok,25,0
Terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1549008.0,1549008.0,PubChem_ID,22,ok,22,0
Terconazole,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,441383.0,441383.0,PubChem_ID,1,ok,1,0
Terfenadine,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5405.0,5405.0,PubChem_ID,82,ok,82,0
Teriparatide,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CO)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C,16133850.0,16133850.0,PubChem_ID,107,ok,107,0
Tesamorelin,CCC=CCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(N)=O)C(C)CC)C(C)C)C(C)O)C(C)CC,16137828.0,16137828.0,PubChem_ID,0,ok,0,0
Testosterone enanthate,CCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,9416.0,9416.0,PubChem_ID,6,ok,6,0
Tetracycline anion,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c(O)cccc4C(C)(O)C3CC12,27885548.0,27885548.0,PubChem_ID,0,ok,0,0
Sodium tetradecyl sulfate,CCCCCCCCCCCCCCOS(=O)(=O)[O-],23665770.0,23665770.0,PubChem_ID,3,ok,3,0
Tetradecyl hydrogen sulfate (ester),CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,8771.0,8771.0,PubChem_ID,0,ok,0,0
Tetraethylenepentamine,NCCNCCNCCNCCN,8197.0,8197.0,PubChem_ID,61,ok,61,0
Tetrasodium;iron(3+);nitroxyl anion;pentacyanide,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[N-]=O,49868142.0,49868142.0,PubChem_ID,0,ok,0,0
Tetrofosmin,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,4274.0,4274.0,PubChem_ID,0,ok,0,0
Tetryzoline,c1ccc2c(c1)CCCC2C1=NCCN1,5419.0,5419.0,PubChem_ID,139,ok,139,0
Thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,5430.0,5430.0,PubChem_ID,145,ok,145,0
Thiamine,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,1130.0,1130.0,PubChem_ID,99,ok,99,0
Thioproperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,9429.0,9429.0,PubChem_ID,0,ok,0,0
