smiles,Drug_Name,norm,PubChem_ID
CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C,Cosyntropin,cosyntropin,16133802
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,Crisaborole,crisaborole,44591583
CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)C(N)CCCN=C(N)N)C(N)=O,Crofelemer,crofelemer,36511
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,Cromolyn,cromolyn,2882
CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O.[C-]#N.[Co+3],Cyanocobalamin,cyanocobalamin,5311498
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cyclizine,cyclizine,6726
O=c1ccn(C2OC3COP(=O)(O)OC4C(COP(=O)(O)OC3C2O)OC(n2ccc(=O)[nH]c2=O)C4O)c(=O)[nH]1,Cyclo-upup,cyclo-upup,194491
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,Cyclobenzaprine,cyclobenzaprine,2895
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine,cyproheptadine,2913
NCCS,Cysteamine,cysteamine,6058
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,Cytarabine,cytarabine,6253
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,Dabigatran etexilate,dabigatran etexilate,135565674
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,Dacomitinib,dacomitinib,11511120
CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(OC2OC(CO)C(O)C(O)C2O)cc(O)cc1C(C(=O)NCCCN(C)C)NC3=O,Dalbavancin,dalbavancin,16134627
Nc1ccncc1,Dalfampridine,dalfampridine,1727
CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,Dapagliflozin,dapagliflozin,9887712
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Dapsone,dapsone,2955
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,Darifenacin,darifenacin,444031
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,Darunavir,darunavir,213039
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Deferasirox,deferasirox,214348
Cc1c(O)c(=O)ccn1C,Deferiprone,deferiprone,2972
CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1OP(=O)(O)O,Defibrotide sodium,defibrotide,135565962
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3C(O)CC12C,Deflazacort,deflazacort,189821
CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,Degarelix,degarelix,16136245
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,Delafloxacin,delafloxacin,487101
CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,Delamanid,delamanid,6480466
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,Delavirdine,delavirdine,5625
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,Demeclocycline,demeclocycline,54680690
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,Deoxycholic acid,deoxycholic acid,222528
FC(F)OC(F)C(F)(F)F,Desflurane,desflurane,42113
CCC(C)C1NC(=O)C2CSSCC(NC(=O)C(CC(C)C)NC(=O)C3CSSCC(NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(NC(=O)C(N)C(C)C)C(C)C)C(C)O)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)N3)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)N3CCCC3C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc3ccccc3)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)O)C(C)CC)C(C)O)C(C)O)C(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(C)C)NC1=O)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)N2,Desirudin,desirudin,16129703
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Desloratadine,desloratadine,124087
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,Desoximetasone,desoximetasone,5311067
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,Desvenlafaxine,desvenlafaxine,125017
CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,Deucravacitinib,deucravacitinib,134821691
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Dexlansoprazole,dexlansoprazole,9578005
CC(C)(CO)C(O)C(=O)NCCCO,Dexpanthenol,dexpanthenol,131204
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,Dexrazoxane,dexrazoxane,71384
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,Diatrizoate sodium,diatrizoate,23672589
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,Diatrizoic acid,diatrizoic acid,2140
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,Dichlorphenamide,dichlorphenamide,3038
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,Dicloxacillin,dicloxacillin,18381
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,Dicyclomine,dicyclomine,3042
CC12CC=C3C4=C(CCC3C1CCC2(O)CC#N)CC(=O)CC4,Dienogest,dienogest,68861
CCN(CC)C(C)C(=O)c1ccccc1,Diethylpropion,diethylpropion,7029
OCC(S)CS,Dimercaprol,dimercaprol,3080
COC(=O)C=CC(=O)OC,Dimethyl fumarate,dimethyl,637568
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,Dinoprost,dinoprost,5280363
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,Dinoprostone,dinoprostone,5280360
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,Dipridamole,dipridamole,3108
COC(=O)C=CC(=O)OCCn1c(O)ccc1O,Diroximel fumarate,diroximel,73330464
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,Docusate,docusate,11339
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,Dofetilide,dofetilide,71329
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,Domperidone,domperidone,3151
NCCc1ccc(O)c(O)c1,Dopamine,dopamine,681
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,Doripenem,doripenem,73303
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,Doxacurium chloride,doxacurium chloride,60168
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,Doxapram,doxapram,3156
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,Doxazosin,doxazosin,3157
CN(C)CCC=C1c2ccccc2COc2ccccc21,Doxepin,doxepin,3158
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,Doxercalciferol,doxercalciferol,5281107
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(=O)CO)CC1OC1CC(N)C(O)C(C)O1)C3=O,Doxorubicin,doxorubicin,31703
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,Doxylamine,doxylamine,3162
NC(C(=O)O)C(O)c1ccc(O)c(O)c1,Droxidopa,droxidopa,92974
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Dyphylline,dyphylline,3182
Cc1cc(=O)n(-c2ccccc2)[nH]1,Edaravone,edaravone,4021
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],Edetate calcium disodium,edetate disodium,6093170
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,Edetic acid,edetic acid,6049
C=C1CCN(C(C)C(O)(Cn2cncn2)c2ccc(F)cc2F)CC1,Efinaconazole,efinaconazole,489181
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(CC(NCCCC(=O)O)c3ccccc3)c2=O)c1F,Elagolix,elagolix,11250647
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,Eletriptan,eletriptan,77993
CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,Eliglustat,eliglustat,23652731
COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)C(C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,Eluxadoline,eluxadoline,11250029
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,Emedastine,emedastine,3219
OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O,Empagliflozin,empagliflozin,11949646
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,Emtricitabine,emtricitabine,60877
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,Enalaprilat,enalaprilat,5462501
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,Enasidenib,enasidenib,89683805
FC(F)OC(F)(F)C(F)Cl,Enflurane,enflurane,3226
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(C)=O)C(C)O)C(C)CC)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(N)=O,Enfuvirtide,enfuvirtide,16130199
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Entacapone,entacapone,5281081
C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21,Entecavir,entecavir,135398508
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,Enzalutamide,enzalutamide,15951529
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CS)NC(=O)C(CCC(N)=O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CS)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(CS)NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(N)CCC(=O)O)C(C)CC)C(C)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)NC(CS)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CS)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCSC)C(=O)NC(CS)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)O)C(C)O,Epi-kal2,epi-kal2,44201343
NC1=NCC2c3ccccc3Cc3ccccc3N12,Epinastine,epinastine,3241
CNCC(O)c1ccc(O)c(O)c1,Epinephrine,epinephrine,5816
COC(=O)C1C=C2CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,Eplerenone,eplerenone,443872
O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,Epoetin alfa,epoetin alfa,127893
CC12CCC3C(=CCc4cc(OS(=O)(=O)O)ccc43)C1CCC2=O,Equilin sulfate,equilin,168708
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Erdafitinib,erdafitinib,67462786
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,Ergocalciferol,ergocalciferol,5280793
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,Ertapenem,ertapenem,150610
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,Erythropoietin,erythropoietin,11751549
CNC1(c2ccccc2Cl)CCCCC1=O,Esketamine,esketamine,182137
NC(=O)N1c2ccccc2CC(O)c2ccccc21,Eslicarbazepine,eslicarbazepine,9881504
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,Estazolam,estazolam,3261
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,Estradiol,estradiol,5757
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,Estradiol cypionate,estradiol cypionate,9403
CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,Estradiol valerate,estradiol valerate,13791
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,Estramustine,estramustine,259331
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,Estriol,estriol,5756
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,Estrone,estrone,5870
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Eszopiclone,eszopiclone,969472
CC(=O)NC(CSSCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(N)=O,Etelcalcetide,etelcalcetide,71511839
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,Ethinyl estradiol,ethinyl estradiol,5991
CCn1c(O)c(-c2ccccc2)[nH]c1=O,Ethotoin,ethotoin,3292
CC(O)(P(=O)([O-])O)P(=O)([O-])O,Etidronate disodium,etidronate disodium,23894
CC(O)(P(=O)(O)O)P(=O)(O)O,Etidronic acid,etidronic acid,3305
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,Etodolac,etodolac,3308
CCOC(=O)c1cncn1C(C)c1ccccc1,Etomidate,etomidate,667484
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,Etonogestrel,etonogestrel,6917715
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OP(=O)(O)O,Etophos,etophos,60668
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,Etravirine,etravirine,193962
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CO)C(N)=O,Exenatide,exenatide,45588096
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CO)C(N)=O,Extendin-4,extendin-4,16157882
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,Ezogabine,ezogabine,121892
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,Famciclovir,famciclovir,3324
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,Febuxostat,febuxostat,134018
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,Fedratinib,fedratinib,16722836
NC(=O)OCC(COC(N)=O)c1ccccc1,Felbamate,felbamate,3331
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,Felodipine,felodipine,3333
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Fenofibric acid,fenofibric acid,64929
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,Fenoldopam,fenoldopam,3341
O=C([O-])C(O)C(O)C(O)C(O)CO.[Fe+3],Sodium ferric gluconate complex,ferric gluconate complex,23693558
CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,Fesoterodine,fesoterodine,6918558
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Fexofenadine,fexofenadine,3348
CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O,Fidaxomicin,fidaxomicin,151383
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)C(C)=N2,Finerenone,finerenone,60150535
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Fluconazole,fluconazole,3365
Nc1[nH]c(=O)ncc1F,Flucytosine,flucytosine,3366
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,Flunitrazepam,flunitrazepam,3380
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,Fluocinolone acetonide,fluocinolone acetonide,6215
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,Fluocinonide,fluocinonide,9642
CC(=O)C1(O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,Fluorometholone,fluorometholone,9878
O=c1[nH]cc(F)c(=O)[nH]1,Fluorouracil,fluorouracil,3385
CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,Fluoxymesterone,fluoxymesterone,6446
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Fluphenazine,fluphenazine,3372
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Fluphenazine decanoate,fluphenazine decanoate,3388
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,Flurazepam,flurazepam,3393
CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,Flutemetamol f-18,flutemetamol f-18,15950376
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,Fluticasone propionate,fluticasone,444036
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,Fluticasone furoate,fluticasone furoate,9854489
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,Fluvoxamine,fluvoxamine,5324346
Cc1cn[nH]c1,Fomepizole,fomepizole,3406
COC1OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(COS(=O)(=O)O)C(OC4OC(C(=O)O)C(OC5OC(COS(=O)(=O)O)C(O)C(O)C5NS(=O)(=O)O)C(O)C4O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C(O)C1NS(=O)(=O)O,Fondaparinux,fondaparinux,5282448
CC(C)CN(CC(OP(=O)([O-])[O-])C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,Fosamprenavir calcium,fosamprenavir,131535
CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Fosaprepitant,fosaprepitant,135413538
O=C(O)P(=O)(O)O,Foscarnet,foscarnet,3415
CC1OC1P(=O)(O)O,Fosfomycin,fosfomycin,446987
CC1OC1P(=O)([O-])O.[NH3+]C(CO)(CO)CO,Fosfomycin tromethamine,fosfomycin tromethamine,54331
O=C(O)C1CC(C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,Fosinoprilat,fosinoprilat,62956
CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-],Fospropofol disodium,fospropofol disodium,3038497
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,Fostamatinib,fostamatinib,11671467
