smiles,Drug_Name,norm,PubChem_ID
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,Lofexidine,lofexidine,30668
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,Lomefloxacin,lomefloxacin,3948
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,Lomitapide,lomitapide,9853053
O=NN(CCCl)C(=O)NC1CCCCC1,Lomustine,lomustine,3950
CN(C)C(=O)C(CC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,Loperamide cation,loperamide cation,3954
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,Loracarbef,loracarbef,5284585
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,Lormetazepam,lormetazepam,13314
CCOC(=O)OC1(C(=O)OCCl)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,Loteprednol etabonate,loteprednol etabonate,444025
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,Loxapine,loxapine,3964
CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12,Lumateperone,lumateperone,21302490
Oc1c2c(c(O)n1CC1CCCCC1CN1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,Lurasidone,lurasidone,213046
COc1ccc2[nH]c3c(c2c1)CCNC31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,Lurbinectedin,lurbinectedin,57327016
CC(O)C(NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1)C(=O)O.[Lu+3],Lutetium oxodotreotide lu-177,lutetium oxodotreotide lu-177,76966897
CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,Lymecycline,lymecycline,54707177
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)[O-])cc1,Lymphazurin,lymphazurin,101316975
NCc1ccc(S(N)(=O)=O)cc1,Mafenide,mafenide,3998
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,Malvidin chloride,malvidin chloride,69512
Cc1ncc(COP(=O)([O-])[O-])c(CN(CCN(CC(=O)[O-])Cc2c(COP(=O)([O-])[O-])cnc(C)c2[O-])CC(=O)[O-])c1[O-].[H+].[H+].[H+].[Mn+2],Mangafodipir trisodium,mangafodipir trisodium,160036
CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2C(c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)C1O,Maralixibat,maralixibat,9831643
Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,Maraviroc,maraviroc,3002977
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,Maribavir,maribavir,471161
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,Mebendazole,mebendazole,4030
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,Mebeverine,mebeverine,4031
CN(CCCl)CCCl,Mechlorethamine,mechlorethamine,4033
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Meclizine,meclizine,4034
O=P(O)(O)CP(=O)(O)O,Medronic acid,medronic acid,16124
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,Melatonin,melatonin,896
CC12CC3CC(C)(C1)CC(N)(C3)C2,Memantine,memantine,4054
Cc1cccc(C)c1NC(=O)C1CCCCN1C,Mepivacaine,mepivacaine,4062
CCCC(C)(COC(N)=O)COC(N)=O,Meprobamate,meprobamate,4064
S=c1[nH]cnc2[nH]cnc12,Mercaptopurine,mercaptopurine,667490
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,Merrem i.v.,merrem i.v.,441130
O=C(O)CNC(=O)CNC(=O)CNC(=O)CS,Mertiatide,mertiatide,60778
Nc1ccc(O)c(C(=O)O)c1,Mesalamine,mesalamine,4075
O=S(=O)([O-])CCS,Mesna,mesna,23662354
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Metaxalone,metaxalone,15459
C,Methane,methane,297
COc1ccccc1OCC(O)COC(N)=O,Methocarbamol,methocarbamol,4107
COc1c2occc2cc2ccc(=O)oc12,Methoxsalen,methoxsalen,4114
CN1C(=O)CC(C)(c2ccccc2)C1=O,Methsuximide,methsuximide,6476
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,Methyclothiazide,methyclothiazide,4121
COC(=O)c1ccccc1O,Methyl salicylate,methyl salicylate,4133
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,Methylene blue cation,methylene blue cation,4139
C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,Methylnaltrexone,methylnaltrexone,5361918
COC(=O)C(c1ccccc1)C1CCCCN1,Methylphenidate,methylphenidate,4158
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)O)C2C1,Methylprednisolone hemisuccinate,methylprednisolone hemisuccinate,16923
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)[O-])C2C1,Methylprednisolone sodium succinate,methylprednisolone succinate,23680530
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,Metolazone,metolazone,4170
CC(N)(Cc1ccc(O)cc1)C(=O)O,Metyrosine,metyrosine,441350
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)no2)cc1,Micafungin,micafungin,477468
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,Midodrine,midodrine,4195
CC#CC1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C,Mifepristone,mifepristone,55245
OCC1NCC(O)C(O)C1O,Migalastat,migalastat,176077
OCCN1CC(O)C(O)C(O)C1CO,Miglitol,miglitol,441314
CCCCN1CC(O)C(O)C(O)C1CO,Miglustat,miglustat,51634
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Milrinone,milrinone,4197
CN(C)c1ccc(O)c2c1=CC1CC3C([NH+](C)C)C(=O)C(C(N)=O)=C([O-])C3(O)C(=O)C1C=2[O-],Minocycline anion,minocycline anion,26275995
COCCOC1C(O)C(COP(=O)([O-])SC2C(COP(=O)([O-])SC3C(COP(=O)([O-])SC4C(COP(=O)([O-])SC5C(COP(=O)([O-])SC6CC(n7cc(C)c(N)nc7=O)OC6COP(=O)([O-])SC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(=O)([O-])SC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(=O)([O-])SC6CC(n7cc(C)c(N)nc7=O)OC6COP(=O)([O-])SC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(=O)([O-])SC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(=O)([O-])SC6CC(n7cc(C)c(N)nc7=O)OC6COP(=O)([O-])SC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(=O)([O-])SC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(=O)([O-])SC6CC(n7cnc8c(N)ncnc87)OC6COP(=O)([O-])SC6C(COP(=O)([O-])SC7C(COP(=O)([O-])SC8C(COP(=O)([O-])SC9C(COP(=O)([O-])SC%10C(CO)OC(n%11cnc%12c(=O)[nH]c(N)nc%12%11)C%10OCCOC)OC(n%10cc(C)c(N)nc%10=O)C9OCCOC)OC(n9cc(C)c(N)nc9=O)C8OCCOC)OC(n8cc(C)c(=O)[nH]c8=O)C7OCCOC)OC(n7cc(C)c(N)nc7=O)C6OCCOC)OC(n6cnc7c(=O)[nH]c(N)nc76)C5OCCOC)OC(n5cc(C)c(N)nc5=O)C4OCCOC)OC(n4cnc5c(N)ncnc54)C3OCCOC)OC(n3cc(C)c(N)nc3=O)C2OCCOC)OC1n1cc(C)c(N)nc1=O,Mipomersen sodium,mipomersen,44564107
CN1CCN2c3ncccc3Cc3ccccc3C2C1,Mirtazapine,mirtazapine,4205
C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O,Mitomycin,mitomycin,5746
COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,Mivacurium chloride,mivacurium chloride,5281080
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,Mobocertinib,mobocertinib,118607832
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,Moclobemide,moclobemide,4235
COc1cc2c(cc1OC)CN(C(=O)C(C)NC(CCc1ccccc1)C(=O)O)C(C(=O)O)C2,Moexiprilat,moexiprilat,55331
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,Molindone,molindone,23897
CC(C)C(=O)OCC1OC(n2ccc(=NO)[nH]c2=O)C(O)C1O,Molnupiravir,molnupiravir,145996610
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,Mometasone,mometasone,441335
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,Mometasone furoate,mometasone furoate,441336
NCCO,Monoethanolamine,monoethanolamine,700
COc1nc(C)nc(Cl)c1NC1=NCCN1,Moxonidine,moxonidine,4810
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,Mupirocin,mupirocin,446596
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,Mycophenolic acid,mycophenolic acid,446541
CCCCCCCCCCCCCCOS(=O)(=O)O,Myristyl sulfate,myristyl,5248
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,Nabilone,nabilone,5284592
CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,Nafarelin,nafarelin,25077405
CC(C)(NC(=O)C1CC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C(O5)C1=O)c1nc(-c2ccccc2)no1,Naldemedine,naldemedine,54732242
C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,Naloxegol,naloxegol,56959087
CCCCCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4C3CCC12C,Nandrolone decanoate,nandrolone decanoate,9677
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,Naratriptan,naratriptan,4440
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,Natamycin,natamycin,5284447
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,Nateglinide,nateglinide,5311309
CCC(C)C1NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(N)CO)C(C)C)CSSCC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2cnc[nH]2)C(=O)O)C(C)C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CO)NC1=O,Natrecor,natrecor,91976508
CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12,Nedocromil sodium,nedocromil,50295
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Nefazodone,nefazodone,4449
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,Nelarabine,nelarabine,3011155
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,Nepafenac,nepafenac,151075
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,Neratinib,neratinib,9915743
O=C([O-])c1cccnc1,Nicotinate,nicotinate,937
CN1CCCC1c1cccnc1,Nicotine alkaloid,nicotine alkaloid,942
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],Nisoldipine,nisoldipine,4499
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Nitazoxanide,nitazoxanide,41684
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],Nitisinone,nitisinone,115355
CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,Nizatidine,nizatidine,3033637
NCC(O)c1ccc(O)c(O)c1,Norepinephrine,norepinephrine,439260
C#CC1(OC(C)=O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,Norethindrone acetate,norethindrone,5832
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,Norfloxacin,norfloxacin,4539
CNCCC=C1c2ccccc2CCc2ccccc21,Nortriptyline,nortriptyline,4543
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,Nystatin,nystatin,11286230
CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12,Obeticholic acid,obeticholic acid,447715
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Ofloxacin,ofloxacin,4583
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Olmesartan medoxomil,olmesartan medoxomil,130881
COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,Olodaterol,olodaterol,11504295
CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,Olopatadine,olopatadine,5281071
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,Omacetaxine mepesuccinate,omacetaxine mepesuccinate,285033
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Ondansetron,ondansetron,4595
Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,Opicapone,opicapone,135565903
CC(C)NCC(O)c1cc(O)cc(O)c1,Orciprenaline,orciprenaline,4086
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,Oritavancin,oritavancin,16136912
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,Orlistat,orlistat,3034010
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,Oseltamivir,oseltamivir,65028
CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(C)=O,Oseltamivir acid,oseltamivir acid,449381
OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,Ospemifene,ospemifene,3036505
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,Oxacillin,oxacillin,6196
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,Oxandrolone,oxandrolone,5878
O=C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1O,Oxazepam,oxazepam,4616
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,Oxcarbazepine,oxcarbazepine,34312
O=P(O)(O)C(O)P(=O)(O)O,Oxidronic acid,oxidronic acid,27304
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,Oxybutynin,oxybutynin,4634
CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,Oxymetholone,oxymetholone,5281034
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,Oxytetracycline,oxytetracycline,54675779
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N,Ozanimod,ozanimod,52938427
C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,Pacritinib,pacritinib,46216796
CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,Paliperidone palmitate,paliperidone palmitate,9852746
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,Palonosetron,palonosetron,6337614
NCCC(O)(P(=O)([O-])O)P(=O)([O-])O,Pamidronate disodium,pamidronate disodium,73351
NCCC(O)(P(=O)(O)O)P(=O)(O)O,Pamidronic acid,pamidronic acid,4674
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,Pancuronium bromide,pancuronium bromide,27350
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,Pantoprazole,pantoprazole,4679
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,Parecoxib,parecoxib,119828
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,Paricalcitol,paricalcitol,5281104
c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,Paroxetine impurity a,paroxetine impurity a,3038120
NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,Pasireotide,pasireotide,9941444
COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCCOP(C)(=O)O,Pegaptanib,pegaptanib,56603655
C=C(CN(C)C)C(=O)c1ccc(C)cc1C,Pegaspargase,pegaspargase,436058
Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1,Pemetrexed disodium,pemetrexed disodium,135413520
Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,Pemirolast,pemirolast,57697
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,Penbutolol,penbutolol,37464
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,Penciclovir,penciclovir,135398748
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,Penicillin g,penicillin g,5904
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,Penicillin v,penicillin v,6869
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],Pentetate calcium trisodium,pentetate trisodium,25513
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Pentetic acid,pentetic acid,3053
O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,Pentosan polysulfate,pentosan polysulfate,37720
OCC1OC(n2cnc3c2N=CNCC3O)CC1O,Pentostatin,pentostatin,439693
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Pentoxifylline,pentoxifylline,4740
FC(F)(F)C(F)(F)C(F)(F)F,Perflutren,perflutren,6432
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,Periciazine,periciazine,4747
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,Perindoprilat,perindoprilat,72022
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,Perphenazine,perphenazine,4748
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,Pexidartinib,pexidartinib,25151352
NNCCc1ccccc1,Phenelzine,phenelzine,3675
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,Phenoxybenzamine,phenoxybenzamine,4768
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Phentolamine,phentolamine,5775
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,Phenytoin,phenytoin,1775
O=C([O-])P(=O)([O-])[O-],Phosphonatoformate,phosphonatoformate,3414
CC(C=Cc1c(C)c(O)c2ccccc2c1O)=CCCC(C)CCCC(C)CCCC(C)C,Phytonadione,phytonadione,5284607
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,Pimavanserin,pimavanserin,10071196
CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,Pimecrolimus,pimecrolimus,6447131
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Pimozide,pimozide,16362
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,Pinaverium bromide,pinaverium bromide,40703
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,Piperacillin,piperacillin,43672
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,Pirbuterol,pirbuterol,4845
NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,Pixantrone,pixantrone,134019
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,Plerixafor,plerixafor,65015
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Polidocanol,polidocanol,656641
OCCO,Polyethylene glycol 3350,polyethylene glycol 3350,174
CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,Polymyxin b,polymyxin b,49800004
C=Cc1ccc(S(=O)(=O)O)cc1,Sodium polystyrene sulfonate,polystyrene sulfonate,75905
CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)OC(C)C1=C(C)c2cc4[nH]c(cc5[nH]c(cc6nc(cc1n2)C(C)=C6C(C)O)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)=C3C,Porfimer,porfimer,135577896
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,Posaconazole,posaconazole,468595
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Pralatrexate,pralatrexate,148121
C[n+]1ccccc1C=NO,Pralidoxime chloride,pralidoxime chloride,54072659
CCC(C)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C1CSSCC(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N1)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(N)=O)C(C)O)C(C)C)C(C)O,Pramlintide,pramlintide,70691388
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,Prasterone,prasterone,5881
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,Prednisolone,prednisolone,5755
CCN(CC)CCOC(=O)c1ccc(N)cc1,Procaine,procaine,4914
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,Prochlorperazine,prochlorperazine,4917
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,Promethazine,promethazine,4927
O=C(O)C[CH2][Ge](=[O])[O][Ge](=[O])[CH2]CC(=O)O,Propagermanium,propagermanium,83030
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,Propantheline,propantheline,4934
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,Proparacaine,proparacaine,4935
CCCc1cc(=O)[nH]c(=S)[nH]1,Propylthiouracil,propylthiouracil,657298
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Prucalopride,prucalopride,3052762
CN(C)C(=O)Oc1ccc[n+](C)c1,Pyridostigmine bromide,pyridostigmine bromide,7550
