Drug_Name,Pattern,PubChem_ID,Source,norm
Valsartan,"VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.b
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.b - Antiphospholipid antibodies w/wo the APL syndrome",60846,Both,valsartan
Vancomycin,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  V.n
                
V - Pleural and/or pericardial involvement

                    V.n - Hemopericardium - Bloody pericardial effusion                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",14969,Both,vancomycin
Vandetanib,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity",3081361,Both,vandetanib
Vantedanib,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)",TO_BE_FOUND,Pneumotox_only,vantedanib
Vaping,,TO_BE_FOUND,Pneumotox_only,vaping
Vaseline,"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)                


                  XIX.h
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.h - BAL: Exogenous (oil red O-stainable) lipids in BAL macrophages",TO_BE_FOUND,Pneumotox_only,vaseline
Vasoactive medications in the ICU,"IX.v
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.v - Generalized myopathy/muscle weakness",TO_BE_FOUND,Pneumotox_only,vasoactive medications in the icu
"Vasodilators, systemic","II.f
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.f - Hypoxemia, low oxygen saturation (may occur in isolation)",TO_BE_FOUND,Pneumotox_only,"vasodilators, systemic"
Vasopressin,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic",644077,Both,vasopressin
Vecuronium,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",TO_BE_FOUND,Pneumotox_only,vecuronium
Vedolizumab,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  I.k
                
I - Interstitial/parenchymal lung disease

                    I.k - Lung nodule or nodules                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.c
                
IV - Airway involvement

                    IV.c - Obliterative bronchiolitis (a pattern consistent with) (see also IVn, XVx)                


                  VIII.aq
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.aq - Bronchorrhea                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)                


                  X.o
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.o - Neutrophilic dermatosis (Pyoderma, Sweet syndrome)                


                  XV.b
                
XV - Pathology

                    XV.b - Path: Eosinophilic pneumonia (subacute or acute)  (see also Ic)                


                  XV.c
                
XV - Pathology

                    XV.c - Path: Organizing pneumonia (OP/BOOP) pattern (see also Id)                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)                


                  XV.x
                
XV - Pathology

                    XV.x - Path: Acute/subacute bronchiolitis (see also IVc, IVi)                


                  XV.cn
                
XV - Pathology

                    XV.cn - Path: Pulmonary necrotizing granuloma with neutrophilic microabscesses                


                  XVI.g
                
XVI - Imaging

                    XVI.g - Imaging: Diffuse whiteout/alveolar shadowing (see also under IIb-ARDS)                


                  XVI.v
                
XVI - Imaging

                    XVI.v - Imaging: Centrilobular micronodules (can be diffuse)                


                  XVII.a
                
XVII - Infections & related conditions

                    XVII.a - Respiratory tract infection incl. pneumonia                


                  XVII.v
                
XVII - Infections & related conditions

                    XVII.v - Strongyloides stercoralis hyperinfection (w/wo DAH)                


                  XXI.b
                
XXI - Rechallenge data

                    XXI.b - Rechallenge can lead to relapse of AE/ILD",Not Available,Both,vedolizumab
Vegetable oil,"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)                


                  XV.p
                
XV - Pathology

                    XV.p - Path: Exogenous lipoid pneumonia",TO_BE_FOUND,Pneumotox_only,vegetable oil
Vehicle,,TO_BE_FOUND,Pneumotox_only,vehicle
Vemurafenib,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  I.ad
                
I - Interstitial/parenchymal lung disease

                    I.ad - Radiation recall pneumonitis                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.k
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.k - Sarcoid-like granulomatosis (endo-/extrathoracic)                


                  X.m
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.m - Vascultis (pulmonary, extrathoracic or systemic)-ANCA status unknown or negative)                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)",42611257,Both,vemurafenib
Vena cava stenting,"IX.j
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.j - Phrenic nerve injury - Hemi- or bilateral diaphragmatic paralysis",TO_BE_FOUND,Pneumotox_only,vena cava stenting
Venetoclax,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XXI.b
                
XXI - Rechallenge data

                    XXI.b - Rechallenge can lead to relapse of AE/ILD",49846579,Both,venetoclax
Venipuncture,"XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest",TO_BE_FOUND,Pneumotox_only,venipuncture
Venlafaxine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XV.b
                
XV - Pathology

                    XV.b - Path: Eosinophilic pneumonia (subacute or acute)  (see also Ic)",5656,Both,venlafaxine
Venocuran,"V.d
                
V - Pleural and/or pericardial involvement

                    V.d - Pleural/pericardial effusion, ANA positive (DI lupus)                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  XII.d
                
XII - Cardiovascular involvement / toxicity

                    XII.d - Myocarditis (can be fulminant)",TO_BE_FOUND,Pneumotox_only,venocuran
"Venous cannula, catheter, lead(s), implantable device","VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism                


                  VI.r
                
VI - Pulmonary vasculopathies

                    VI.r - Septic pulmonary embolism",TO_BE_FOUND,Pneumotox_only,"venous cannula, catheter, lead(s), implantable device"
Ventriculoperitoneal shunt,"V.c
                
V - Pleural and/or pericardial involvement

                    V.c - Pleural thickening - Fibrothorax",TO_BE_FOUND,Pneumotox_only,ventriculoperitoneal shunt
Veralpride,"IX.b
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.b - Respiratory dyskinesia",TO_BE_FOUND,Pneumotox_only,veralpride
Verapamil,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning",2520,Both,verapamil
Vernakalant,"XI.az
                
XI - Miscellaneous

                    XI.az - Sneezing (may cause pulmonary barotrauma)",9930048,Both,vernakalant
Vertebroplasty (kyphoplasty),"V.n
                
V - Pleural and/or pericardial involvement

                    V.n - Hemopericardium - Bloody pericardial effusion                


                  VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome                


                  VI.h
                
VI - Pulmonary vasculopathies

                    VI.h - Cement embolism                


                  VI.o
                
VI - Pulmonary vasculopathies

                    VI.o - Air/gas embolism                


                  VIII.c
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.c - Upper airway obstruction other than angioedema or hematoma                


                  IX.x
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.x - Thoracic epidural or spinal hematoma                


                  XV.ae
                
XV - Pathology

                    XV.ae - Path: Lipid/fat embolism (see also VIe)",TO_BE_FOUND,Pneumotox_only,vertebroplasty (kyphoplasty)
Verteporfin,"IV.b
                
IV - Airway involvement

                    IV.b - Bronchospasm and angioedema                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",11980904,Both,verteporfin
Vicks Vaporub TM (R),"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)                


                  I.ap
                
I - Interstitial/parenchymal lung disease

                    I.ap - Paraffinoma - Lipidoma (ELP in the form of a nodule or mass)                


                  VIII.d
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.d - Thermal (burns, frostbite), chemical or caustic injury on the face, mouth, tongue, pharynx or upper airway                


                  X.u
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.u - Multiple organ dysfunction/failure (MODS/MOF)                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XV.p
                
XV - Pathology

                    XV.p - Path: Exogenous lipoid pneumonia                


                  XIX.h
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.h - BAL: Exogenous (oil red O-stainable) lipids in BAL macrophages",TO_BE_FOUND,Pneumotox_only,vicks vaporub tm (r)
Vildagliptin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)",5251896,Both,vildagliptin
Vinblastine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.k
                
I - Interstitial/parenchymal lung disease

                    I.k - Lung nodule or nodules                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XV.f
                
XV - Pathology

                    XV.f - Path: Diffuse alveolar damage (DAD-pattern) (see also IL)",13342,Both,vinblastine
Vinca alkaloids,"VIII.h
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.h - Vocal cord dysfunction, adduction, closure, injury",TO_BE_FOUND,Pneumotox_only,vinca alkaloids
Vincristine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  VIII.e
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.e - Laryngospasm (a.k.a. laryngismus)                


                  VIII.h
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.h - Vocal cord dysfunction, adduction, closure, injury                


                  VIII.j
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.j - Laryngeal disorder-Laryngeal nerve palsy (dysphonia, hoarseness)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.i
                
XV - Pathology

                    XV.i - Path: Pneumocyte atypia (reactive epithelial cells) (a.k.a. the ""Napoleon Hat"" sign)",5978,Both,vincristine
Vindesine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.n
                
IV - Airway involvement

                    IV.n - Obstructive airway dysfunction (see also IVc, XVx)",TO_BE_FOUND,Pneumotox_only,vindesine
Vinorelbine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest",5311497,Both,vinorelbine
Vitamin A,"V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)",TO_BE_FOUND,Pneumotox_only,vitamin a
Vitamin D,"I.i
                
I - Interstitial/parenchymal lung disease

                    I.i - Diffuse pulmonary calcification (calciphylaxis)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  XI.ar
                
XI - Miscellaneous

                    XI.ar - Calciphylaxis",TO_BE_FOUND,Pneumotox_only,vitamin d
Vitamin D3,"XVII.a
                
XVII - Infections & related conditions

                    XVII.a - Respiratory tract infection incl. pneumonia",TO_BE_FOUND,Pneumotox_only,vitamin d3
Vitamin E (parenteral),"VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome",TO_BE_FOUND,Pneumotox_only,vitamin e (parenteral)
Vitamin E acetate (inhaled),"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury",TO_BE_FOUND,Pneumotox_only,vitamin e (inhaled)
"Vitamin E acetate (vaped, inhaled)","I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury",TO_BE_FOUND,Pneumotox_only,"vitamin e (vaped, inhaled)"
Vitamin K,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",TO_BE_FOUND,Pneumotox_only,vitamin k
Vocal fold injection augmentation,"II.g
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.g - Negative pressure pulmonary edema (NPPE)                


                  VIII.h
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.h - Vocal cord dysfunction, adduction, closure, injury",TO_BE_FOUND,Pneumotox_only,vocal fold injection augmentation
Vorasidenib (AG881),"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XVI.by
                
XVI - Imaging

                    XVI.by - Imaging: The photographic negative of batwing or pulmonary edema",TO_BE_FOUND,Pneumotox_only,vorasidenib (ag881)
Voriconazole,"XI.al
                
XI - Miscellaneous

                    XI.al - Periostitis - Rib hypertrophy                


                  XVIII.n
                
XVIII - Distinctive patterns - 'Eye-catchers'

                    XVIII.n - Eye-catcher: Periostitis - Rib hypertrophy",71616,Both,voriconazole
Walking test (6-min-),"XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest",TO_BE_FOUND,Pneumotox_only,walking test (6-min-)
Warfarin,"I.i
                
I - Interstitial/parenchymal lung disease

                    I.i - Diffuse pulmonary calcification (calciphylaxis)                


                  I.y
                
I - Interstitial/parenchymal lung disease

                    I.y - Progression, acceleration or exacerbation of preexisting ILD/fibrosis                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.c
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.c - Hemoptysis                


                  III.e
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.e - Pulmonary hematoma                


                  III.l
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.l - Alveolar hemorrhage, localized (e.g. lobar)                


                  IV.af
                
IV - Airway involvement

                    IV.af - Calcification of tracheobronchial cartilaginous rings                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  V.n
                
V - Pleural and/or pericardial involvement

                    V.n - Hemopericardium - Bloody pericardial effusion                


                  VII.g
                
VII - Mediastinal involvement

                    VII.g - Hemomediastinum - Mediastinal hematoma                


                  VIII.b
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.b - Hematoma of/around central airway wall potentially causing UAO                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)                


                  IX.x
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.x - Thoracic epidural or spinal hematoma                


                  XI.k
                
XI - Miscellaneous

                    XI.k - Esophageal hematoma (may cause chest pain and/or tracheal compression)                


                  XI.aj
                
XI - Miscellaneous

                    XI.aj - Congenital respiratory malformations in the fetus                


                  XI.ar
                
XI - Miscellaneous

                    XI.ar - Calciphylaxis                


                  XII.ar
                
XII - Cardiovascular involvement / toxicity

                    XII.ar - Calcification of the coronary artery walls or atheroma",54678486,Both,warfarin
"Waterpipe (narghile, shisha) smoking","I.k
                
I - Interstitial/parenchymal lung disease

                    I.k - Lung nodule or nodules                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  IV.c
                
IV - Airway involvement

                    IV.c - Obliterative bronchiolitis (a pattern consistent with) (see also IVn, XVx)                


                  IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  XIV.c
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.c - Carboxyhemoglobinemia                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)                


                  XV.bf
                
XV - Pathology

                    XV.bf - Path: Pulmonary necrotizing granuloma or granulomas                


                  XVII.g
                
XVII - Infections & related conditions

                    XVII.g - Tuberculosis (pulmonary, pulmonary, extrapulmonary or disseminated). Reactivation or de novo",TO_BE_FOUND,Pneumotox_only,"waterpipe (narghile, shisha) smoking"
Waterproofing agents/sprays - Household cleansing agents and aerosols,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  I.y
                
I - Interstitial/parenchymal lung disease

                    I.y - Progression, acceleration or exacerbation of preexisting ILD/fibrosis                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",TO_BE_FOUND,Pneumotox_only,waterproofing agents/sprays - household cleansing agents and aerosols
Weed oil,"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)",TO_BE_FOUND,Pneumotox_only,weed oil
"Weight loss-, slimming agents",,TO_BE_FOUND,Pneumotox_only,"weight loss-, slimming agents"
Xenadrine,"XII.p
                
XII - Cardiovascular involvement / toxicity

                    XII.p - QTc prolongation",TO_BE_FOUND,Pneumotox_only,xenadrine
Xylitol,"XXIV.j
                
XXIV - Veterinary medicine

                    XXIV.j - Veterinary: Cardiotoxicity                


                  XXIV.o
                
XXIV - Veterinary medicine

                    XXIV.o - Veterinary: Myocardial dysfunction",TO_BE_FOUND,Pneumotox_only,xylitol
Xylocaine,,TO_BE_FOUND,Pneumotox_only,xylocaine
Yew (Taxus baccata) leaves/berries,"XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",TO_BE_FOUND,Pneumotox_only,yew (taxus baccata) leaves/berries
Yohimbine,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma",TO_BE_FOUND,Pneumotox_only,yohimbine
Yttrium90 radioembolization,"I.ab
                
I - Interstitial/parenchymal lung disease

                    I.ab - Radiation-induced lung injury (RILI)",TO_BE_FOUND,Pneumotox_only,yttrium90 radioembolization
Zafirlukast,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  X.h
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.h - Eosinophilic granulomatosis with polyangiitis (Churg-Strauss)                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)",5717,Both,zafirlukast
Zanamivir,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma",60855,Both,zanamivir
Zanubrutinib,"XVII.j
                
XVII - Infections & related conditions

                    XVII.j - Mucormycosis (pulmonary, tracheobronchial or systemic)",135565884,Both,zanubrutinib
Zimberelimab,"IX.r
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.r - Myasthenia gravis - Myasthenic-like syndrome",TO_BE_FOUND,Pneumotox_only,zimberelimab
Zinostatin,"I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury",TO_BE_FOUND,Pneumotox_only,zinostatin
Ziprasidone,"X.j
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.j - Myopathy-Myositis-Polymyositis (see also under Xba)",60854,Both,ziprasidone
Zoledronic acid,"X.n
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.n - Tumor lysis syndrome (TLS)",68740,Both,zoledronic acid
Zolpidem,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)",5732,Both,zolpidem
Zomepirac,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",TO_BE_FOUND,Pneumotox_only,zomepirac
Zonisamide,"X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",5734,Both,zonisamide
Zopiclone,"XI.a
                
XI - Miscellaneous

                    XI.a - Cyanosis, a low SpO2 and normal measured PaO2                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",5735,Both,zopiclone
Zoster vaccination,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XV.c
                
XV - Pathology

                    XV.c - Path: Organizing pneumonia (OP/BOOP) pattern (see also Id)",TO_BE_FOUND,Pneumotox_only,zoster vaccination
